coach,lob_code,pos_id,client,address,postal_code,province,town,group,last_order,TOTAL_2025,TOTAL_OBJ,TOTAL_YTD1,TOTAL_YTD,AVENE SIN SOLAR_2025,AVENE SIN SOLAR_OBJ,AVENE SIN SOLAR_YTD1,AVENE SIN SOLAR_YTD,AVENE SOLAR_2025,AVENE SOLAR_OBJ,AVENE SOLAR_YTD1,AVENE SOLAR_YTD,DUCRAY_2025,DUCRAY_OBJ,DUCRAY_YTD1,DUCRAY_YTD,A-DERMA_2025,A-DERMA_OBJ,A-DERMA_YTD1,A-DERMA_YTD,DEXERYL_2025,DEXERYL_OBJ,DEXERYL_YTD1,DEXERYL_YTD
FRANCISCO JOSE RUBIO DIAZ,0001007903,C015780,"JUNQUERA FLOREZ, ANGEL",CL GABILONDO 26,47007,VALLADOLID,VALLADOLID,NO GRUPOS,29/06/2026,10.813,12.976,5.644,7.602,6.033,7.240,3.184,3.454,2.005,2.406,617,1.907,1.383,1.660,1.180,1.331,510,612,336,156,882,1.058,327,754
FRANCISCO JOSE RUBIO DIAZ,0001007905,C004895,BRIME BERDUGO INES,AV DE CASTILLA 58(FARMACIA),09400,BURGOS,ARANDA DE DUERO,NO GRUPOS,08/06/2026,641,769,296,141,305,366,164,0,0,0,0,16,158,189,46,0,10,12,0,0,168,201,87,125
FRANCISCO JOSE RUBIO DIAZ,0001007930,C004917,CONDE GARCIA MARIA DEL PILAR,PZA DEL CORRILLO 18 (FCIA),37002,SALAMANCA,SALAMANCA,NO GRUPOS,21/07/2026,0,0,0,722,0,0,0,130,0,0,0,0,0,0,0,339,,,,,0,0,0,253
FRANCISCO JOSE RUBIO DIAZ,0001007984,C012205,DEL RIO VICENTE ROSA MARIA,AV DE MADRID 24,47140,VALLADOLID,LAGUNA DE DUERO,NO GRUPOS,10/06/2026,6.258,7.509,3.969,1.978,4.436,5.323,2.929,978,1.587,1.904,822,193,56,67,34,205,174,209,146,0,4,5,39,603
FRANCISCO JOSE RUBIO DIAZ,0001008003,C004974,GOMEZ VILLALOBOS PILAR,CL PROGRESO 8,09560,BURGOS,ESPINOSA DE LOS MONTEROS,NO GRUPOS,25/03/2021,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001008033,C008844,GUTIERREZ LAGUNA MYRIAM,CL SAN JUAN 2 (FARMACIA),47800,VALLADOLID,MEDINA DE RIOSECO,NO GRUPOS,03/06/2026,4.986,5.983,2.950,4.779,2.272,2.726,688,1.254,1.690,2.028,1.690,2.515,712,855,410,790,,,,,311,373,162,219
FRANCISCO JOSE RUBIO DIAZ,0001008299,C011960,FARMACIA CONEJERO S.L.,CL AMARGURA 21,49008,ZAMORA,ZAMORA,NO GRUPOS,26/04/2023,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001008416,C010994,BENITEZ VILLAR BLANCA,PS SAN VICENTE 22 (FARMACIA),47013,VALLADOLID,VALLADOLID,NO GRUPOS,25/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001008416,C044598,BENITEZ VILLAR BLANCA,PS SAN VICENTE 22 (FARMACIA),47013,VALLADOLID,VALLADOLID,NO GRUPOS,25/06/2026,6.085,7.302,3.737,2.007,3.177,3.812,2.140,1.006,1.598,1.918,915,540,571,686,323,31,293,352,213,9,445,534,146,422
FRANCISCO JOSE RUBIO DIAZ,0001008796,C036217,LAZARO CEBAS JULIAN,PA MAYOR 10,09400,BURGOS,ARANDA DE DUERO,NO GRUPOS,26/06/2026,836,1.004,836,1.249,245,294,245,537,63,75,63,196,212,254,212,61,,,,,317,380,317,456
FRANCISCO JOSE RUBIO DIAZ,0001008842,C019894,FARMACIA VETONES 25 C.B.,CL VETONES 25,37500,SALAMANCA,CIUDAD RODRIGO,NO GRUPOS,14/05/2026,1.211,1.453,346,980,0,0,0,4,1.211,1.453,346,947,0,0,0,10,,,,,0,0,0,19
FRANCISCO JOSE RUBIO DIAZ,0001008943,C044409,ARANDA RODRIGUEZ MARIA BEGOÑA,AV MARAGATOS 19 (FARMACIA),49600,ZAMORA,BENAVENTE,NO GRUPOS,21/04/2026,2.745,3.294,2.488,267,550,660,408,267,,,,,2.118,2.541,2.043,0,57,68,16,0,21,25,21,0
FRANCISCO JOSE RUBIO DIAZ,0001008975,C005839,ESCUDERO DIEZ MARIA LUISA,CL MOTA 2,47008,VALLADOLID,VALLADOLID,NO GRUPOS,22/06/2026,7.991,9.589,6.763,5.207,5.018,6.022,4.222,3.797,-2,-2,-2,-8,1.483,1.780,1.086,523,45,54,45,0,1.447,1.736,1.411,895
FRANCISCO JOSE RUBIO DIAZ,0001008982,C005843,VELASCO DIEGO YOLANDA,CL FEDERICO ANAYA 43,37005,SALAMANCA,SALAMANCA,NO GRUPOS,15/07/2026,14.620,17.544,9.893,12.965,8.621,10.345,5.388,5.235,1.901,2.282,1.928,4.716,2.434,2.920,1.442,1.522,658,790,666,705,1.006,1.207,468,788
FRANCISCO JOSE RUBIO DIAZ,0001009147,C005954,PALOMERO GIL Mª ROSARIO,CL SAN JUSTO 16,37001,SALAMANCA,SALAMANCA,NO GRUPOS,22/11/2021,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001009148,C005956,BECERRO CERECEDA Mª TERESA,CL EL SALVADOR 3,37002,SALAMANCA,SALAMANCA,NO GRUPOS,13/05/2025,486,583,486,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,486,583,486,0
FRANCISCO JOSE RUBIO DIAZ,0001009238,C011429,OPADELVA S.L.,CL ARAPILES 22,49019,ZAMORA,ZAMORA,NO GRUPOS,02/07/2026,3.692,4.431,2.752,1.941,1.374,1.649,892,469,1.680,2.015,1.680,1.506,410,492,77,-12,111,134,105,-30,118,141,-2,8
FRANCISCO JOSE RUBIO DIAZ,0001009329,C006091,AEB FARMACIA EL PUENTE CB,CL CALUDIO MOYANO 1,47400,VALLADOLID,MEDINA DEL CAMPO,NO GRUPOS,10/06/2026,122,147,122,35,69,83,69,0,36,43,36,26,10,13,10,0,,,,,7,9,7,10
FRANCISCO JOSE RUBIO DIAZ,0001009329,C035858,AEB FARMACIA EL PUENTE CB,CL CALUDIO MOYANO 1,47400,VALLADOLID,MEDINA DEL CAMPO,NO GRUPOS,10/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001009329,C036940,AEB FARMACIA EL PUENTE CB,CL CALUDIO MOYANO 1,47400,VALLADOLID,MEDINA DEL CAMPO,NO GRUPOS,10/06/2026,17.236,20.683,13.291,10.825,7.414,8.897,4.948,4.316,6.191,7.429,6.191,4.816,1.242,1.490,1.228,948,993,1.191,352,96,1.396,1.675,572,650
FRANCISCO JOSE RUBIO DIAZ,0001009583,C006281,RECIO FLEMMICH JAVIER ERNESTO,CL TORO 70,37002,SALAMANCA,SALAMANCA,NO GRUPOS,01/06/2026,1.135,1.361,1.135,196,1.135,1.361,1.135,196,0,0,0,0,0,0,0,0,,,,,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001009733,C006403,GARCIA CUANDA CARLOS,CL SANTA MARTA 1,37188,SALAMANCA,CARBAJOSA DE LA SAGRADA,NO GRUPOS,23/07/2026,66,79,66,0,36,43,36,0,,,,,30,35,30,0,0,0,0,0,,,,
FRANCISCO JOSE RUBIO DIAZ,0001009733,C031540,GARCIA CUANDA CARLOS,CL SANTA MARTA 1,37188,SALAMANCA,CARBAJOSA DE LA SAGRADA,NO GRUPOS,23/07/2026,7.755,9.306,5.542,2.902,5.327,6.392,3.426,2.364,1.095,1.314,1.082,-64,440,527,440,128,286,344,286,141,607,728,308,332
FRANCISCO JOSE RUBIO DIAZ,0001009788,C006446,SERRANO PLAZA MARIA LUISA,CL CARRETERA RUEDA 43,47008,VALLADOLID,VALLADOLID,NO GRUPOS,07/05/2026,2.023,2.428,979,1.196,259,311,259,576,0,0,0,33,1.741,2.090,697,259,23,27,23,19,0,0,0,310
FRANCISCO JOSE RUBIO DIAZ,0001010112,C006703,REGLERO CHILLON JOSE MANUEL,AV FEDERICO CANTERO VILLAMIL 2,49004,ZAMORA,ZAMORA,NO GRUPOS,20/04/2026,2.268,2.721,1.368,737,109,131,67,94,2.037,2.444,1.270,406,99,119,31,20,12,14,0,0,11,13,0,218
FRANCISCO JOSE RUBIO DIAZ,0001010136,C019401,LOPEZ ARIAS TESTA JOSE ANTONIO,CL SANTA CLARA 6,49003,ZAMORA,ZAMORA,NO GRUPOS,19/06/2026,22.473,26.968,15.823,20.731,10.329,12.395,6.748,10.721,2.656,3.188,2.215,4.500,5.217,6.261,4.127,3.208,1.035,1.242,1.049,910,3.235,3.883,1.683,1.393
FRANCISCO JOSE RUBIO DIAZ,0001010139,C010886,LICEO FARMACIA S.L.,CL GUADALAJARA 23,37003,SALAMANCA,SALAMANCA,NO GRUPOS,27/07/2026,60.364,72.437,40.304,29.708,27.605,33.126,20.091,13.396,17.991,21.589,9.906,6.052,9.584,11.501,6.799,5.749,2.056,2.467,1.367,1.270,3.129,3.754,2.141,3.241
FRANCISCO JOSE RUBIO DIAZ,0001010178,C006741,LOPEZ CASAMAYOR MARIA PAZ,CL CEBADERIA 3 (FCIA),47001,VALLADOLID,VALLADOLID,NO GRUPOS,10/07/2026,30,36,30,0,0,0,0,0,0,0,0,0,11,13,11,0,20,24,20,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001010178,C037907,LOPEZ CASAMAYOR MARIA PAZ,CL CEBADERIA 3 (FCIA),47001,VALLADOLID,VALLADOLID,NO GRUPOS,10/07/2026,4.523,5.427,4.167,0,1.360,1.631,1.177,0,1.405,1.686,1.405,0,1.501,1.801,1.344,0,177,213,198,0,80,96,44,0
FRANCISCO JOSE RUBIO DIAZ,0001010178,C046877,LOPEZ CASAMAYOR MARIA PAZ,CL CEBADERIA 3 (FCIA),47001,VALLADOLID,VALLADOLID,NO GRUPOS,10/07/2026,3.148,3.777,0,8.856,1.142,1.371,0,3.221,0,0,0,1.364,1.906,2.287,0,3.445,61,73,0,383,40,47,0,442
FRANCISCO JOSE RUBIO DIAZ,0001010267,C013346,JIMENEZ GOMEZ VICENTE,AV MIGUEL ANGEL BLANCO 5,47014,VALLADOLID,VALLADOLID,FCIAS I MAS,29/06/2026,637,765,39,1.391,167,201,19,114,95,114,0,1.029,317,381,20,145,11,13,0,0,47,56,0,103
FRANCISCO JOSE RUBIO DIAZ,0001010692,C007145,VICENTE FRANQUEIRA RODRIGUEZ RAMON MARIA,CL VALLADOLID 20 (FCIA),47400,VALLADOLID,MEDINA DEL CAMPO,NO GRUPOS,13/12/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001010701,C007153,JIMENO SANCHEZ MARIA JOSE,CL BOTICA 19,09410,BURGOS,PEÑARANDA DE DUERO,NO GRUPOS,09/08/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001010783,C007224,RUIZ PEREZ Mª TERESA,CL MAYOR 2,09340,BURGOS,LERMA,NO GRUPOS,30/01/2026,1.254,1.505,1.254,1.315,518,622,518,878,549,659,549,407,29,35,29,30,46,55,46,0,112,134,112,0
FRANCISCO JOSE RUBIO DIAZ,0001010800,C007232,CARBALLO CUADRADO ANA MARIA,CL ESTACION 53,37004,SALAMANCA,SALAMANCA,NO GRUPOS,01/07/2026,1.909,2.291,1.140,270,1.577,1.892,1.140,270,16,19,0,0,0,0,0,0,,,,,316,379,0,0
FRANCISCO JOSE RUBIO DIAZ,0001011378,C007664,BUSTOS GARCIA TERESA,AV ALFONSO VI 1(FARMACIA),37005,SALAMANCA,SALAMANCA,NO GRUPOS,11/05/2026,1.114,1.337,1.114,384,428,514,428,384,686,823,686,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001011479,C007762,DELGADO LAPAZARAN ARTURO,CL PEDRO VELASCO 16,37210,SALAMANCA,VITIGUDINO,NO GRUPOS,09/11/2021,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001011674,C007952,CARRERA HUERTA C.B.,CL PALACIO VALDES 7,47005,VALLADOLID,VALLADOLID,NO GRUPOS,13/04/2026,4.575,5.490,2.597,53,2.617,3.141,1.080,53,787,945,787,0,699,839,639,0,90,108,90,0,382,458,0,0
FRANCISCO JOSE RUBIO DIAZ,0001011735,C008415,SANZ HERNAN AMPARO,CL SAN FRANCISCO 31,09400,BURGOS,ARANDA DE DUERO,NO GRUPOS,09/07/2026,8.449,10.139,5.950,2.610,4.594,5.512,3.008,1.738,2.576,3.091,1.809,811,838,1.005,691,61,115,138,115,0,326,391,326,0
FRANCISCO JOSE RUBIO DIAZ,0001011737,C007977,RODRIGUEZ TORRES Mª JOSE,CL PRIOR 12,37002,SALAMANCA,SALAMANCA,NO GRUPOS,03/06/2026,3.998,4.798,2.026,1.444,2.112,2.535,1.303,766,1.475,1.770,711,678,243,291,12,0,0,0,0,0,168,202,0,0
FRANCISCO JOSE RUBIO DIAZ,0001011919,C019854,PARQUESOLFARMA S.L.,CL AMADEO ARIAS 32,47014,VALLADOLID,VALLADOLID,NO GRUPOS,20/07/2026,22.786,27.343,12.629,24.972,16.359,19.631,8.295,15.929,235,281,194,207,3.780,4.536,2.741,6.023,293,352,251,976,2.119,2.543,1.147,1.837
FRANCISCO JOSE RUBIO DIAZ,0001011963,C008145,FARMACIA PALACIOS CRESPO CB,CL NUÑEZ DE BALBOA 46 (FARMACIA),49021,ZAMORA,ZAMORA,NO GRUPOS,14/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRANCISCO JOSE RUBIO DIAZ,0001011963,C044602,FARMACIA PALACIOS CRESPO CB,CL NUÑEZ DE BALBOA 46 (FARMACIA),49021,ZAMORA,ZAMORA,NO GRUPOS,14/07/2026,746,895,424,505,337,405,213,271,,,,,241,289,212,152,,,,,168,202,0,82
FRANCISCO JOSE RUBIO DIAZ,0001011996,C008173,RUIZ ALONSO JESUS ANGEL Y OTRO CB,PS ZORRILLA 5 (FCIA),47007,VALLADOLID,VALLADOLID,NO GRUPOS,29/06/2026,14.691,17.629,7.827,0,7.323,8.788,4.771,0,3.561,4.273,1.162,0,1.795,2.154,963,0,70,84,70,0,1.942,2.330,862,0
FRANCISCO JOSE RUBIO DIAZ,0001011996,C047392,RUIZ ALONSO JESUS ANGEL Y OTRO CB,PS ZORRILLA 5 (FCIA),47007,VALLADOLID,VALLADOLID,NO GRUPOS,29/06/2026,0,0,0,8.212,0,0,0,4.774,0,0,0,985,0,0,0,1.273,,,,,0,0,0,1.181
FRANCISCO JOSE RUBIO DIAZ,0001012179,C015732,SANCHEZ LEON JOSE MARIA,CL REAL Nº5,47420,VALLADOLID,ISCAR,NO GRUPOS,30/04/2026,3.430,4.116,1.504,1.176,1.380,1.656,217,1.176,897,1.077,916,0,994,1.193,371,0,,,,,158,190,0,0
FRANCISCO JOSE RUBIO DIAZ,0001012195,C008293,EL-ASI SECO YASMIN,CL ADOLFO MIAJA LA MUELA 17,47014,VALLADOLID,VALLADOLID,NO GRUPOS,24/07/2026,3.516,4.219,2.605,1.512,2.305,2.766,1.425,1.025,-9,-11,0,109,709,850,678,129,9,11,0,0,502,603,502,250
FRANCISCO JOSE RUBIO DIAZ,0001012310,C025867,LISBOA INTEGRACION PARA LA DIV,CL PORTUGAL 13,37500,SALAMANCA,CIUDAD RODRIGO,NO GRUPOS,27/11/2024,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001012428,C019799,FARMACIA ESPINEL C.B.,CL MANUEL AZAÑA 22,47014,VALLADOLID,VALLADOLID,NO GRUPOS,23/06/2026,2.736,3.283,1.217,1.721,1.405,1.685,578,640,0,0,0,0,847,1.016,448,559,38,45,23,21,447,537,168,502
FRANCISCO JOSE RUBIO DIAZ,0001012472,C008455,ESCUDERO REQUEJO Mª ANGELES,CL PADRE VICENTE SALGADO 6,49300,ZAMORA,PUEBLA DE SANABRIA,NO GRUPOS,29/07/2026,2.806,3.367,2.523,1.236,835,1.002,662,1.040,1.823,2.187,1.862,100,155,186,0,0,-7,-8,0,0,0,0,0,97
FRANCISCO JOSE RUBIO DIAZ,0001012502,C032153,FARMACIA ABAD CB,AV VICTOR GALLEGO 26,49009,ZAMORA,ZAMORA,NO GRUPOS,16/06/2026,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001012502,C036553,FARMACIA ABAD CB,AV VICTOR GALLEGO 26,49009,ZAMORA,ZAMORA,NO GRUPOS,16/06/2026,1.733,2.080,1.515,1.335,556,667,333,229,978,1.174,978,729,212,254,212,94,-8,-9,-8,0,-4,-5,0,283
FRANCISCO JOSE RUBIO DIAZ,0001012784,C013422,SANCHEZ GIRON GONZALEZ BEATRIZ,CL GAVILLA 4 (FCIA),47014,VALLADOLID,VALLADOLID,NO GRUPOS,08/06/2026,1.606,1.927,1.019,10,206,247,0,0,1.038,1.245,1.019,0,362,435,0,0,,,,,0,0,0,10
FRANCISCO JOSE RUBIO DIAZ,0001012784,C047010,SANCHEZ GIRON GONZALEZ BEATRIZ,CL GAVILLA 4 (FCIA),47014,VALLADOLID,VALLADOLID,NO GRUPOS,08/06/2026,755,906,0,395,,,,,755,906,0,395,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001012844,C014658,IMPERIAL 5  S.L.,CL IMPERIAL 5      (FARMACIA),47003,VALLADOLID,VALLADOLID,NO GRUPOS,23/07/2026,51.424,61.709,34.813,17.125,16.840,20.207,9.860,9.290,4.579,5.495,4.435,5.030,4.278,5.133,2.781,2.146,2.245,2.694,1.814,2.653,23.482,28.179,15.923,-1.994
FRANCISCO JOSE RUBIO DIAZ,0001012868,C014043,ESTEBAN RODRIGUEZ Mª DEL MAR,CL JOAQUIN VELASCO MARTIN 15(FARMACIA),47014,VALLADOLID,VALLADOLID,NO GRUPOS,29/05/2026,417,501,124,579,293,352,0,274,0,0,0,98,,,,,,,,,124,148,124,207
FRANCISCO JOSE RUBIO DIAZ,0001012889,C011898,ALVARO REYZABAL ELSA,CL PISUERGA 3,09400,BURGOS,ARANDA DE DUERO,NO GRUPOS,20/05/2026,3.516,4.219,2.563,2.676,523,627,498,656,1.805,2.166,1.144,406,437,524,300,635,425,510,294,680,326,391,326,299
FRANCISCO JOSE RUBIO DIAZ,0001012898,C014103,PRESA VALENTIN JUAN CARLOS,PA ESPAÑA 11,47004,VALLADOLID,VALLADOLID,NO GRUPOS,03/07/2026,3.916,4.699,2.776,3.344,0,0,0,0,,,,,3.469,4.163,2.346,2.481,-194,-232,-210,155,640,769,640,709
FRANCISCO JOSE RUBIO DIAZ,0001012900,C017102,RODRIGUEZ BLANCO EMMA,CL MAGALLANES 25,47006,VALLADOLID,VALLADOLID,NO GRUPOS,23/01/2026,853,1.024,853,967,76,91,76,430,595,714,595,0,170,204,170,241,,,,,12,15,12,296
FRANCISCO JOSE RUBIO DIAZ,0001013061,C009079,SANTIAGO SASTRE BLANCA,CL MIGUEL DELIBES 44 (FARMACIA),47008,VALLADOLID,VALLADOLID,NO GRUPOS,05/06/2026,6.046,7.255,3.414,2.058,5.727,6.873,3.096,2.048,65,78,65,0,85,102,85,0,0,0,0,0,168,202,168,10
FRANCISCO JOSE RUBIO DIAZ,0001013196,C013315,PRADA DE LAS HERAS ANA,CL ISILLA 30 (FARMACIA),09400,BURGOS,ARANDA DE DUERO,NO GRUPOS,20/02/2026,937,1.124,937,432,657,789,657,0,,,,,280,336,280,375,,,,,0,0,0,57
FRANCISCO JOSE RUBIO DIAZ,0001013250,C009302,CABRERA FERNANDEZ ISABEL,PS ARCO LADRILLO 67 (FARMACIA),47013,VALLADOLID,VALLADOLID,NO GRUPOS,27/06/2026,2.533,3.040,1.790,1.096,247,296,132,0,0,0,0,0,1.475,1.770,847,468,507,608,507,365,305,366,305,262
FRANCISCO JOSE RUBIO DIAZ,0001013434,C009536,NUÑEZ ESCUDERO DACIO,CL LA RUA 12,49600,ZAMORA,BENAVENTE,NO GRUPOS,30/07/2026,30.537,36.644,16.524,13.839,13.591,16.310,7.816,6.379,7.544,9.053,2.106,1.204,6.976,8.372,4.297,4.041,1.519,1.823,1.523,1.284,905,1.086,781,932
FRANCISCO JOSE RUBIO DIAZ,0001013771,C047552,RODRIGUEZ CARRASCAL JAVIER,CL JOAQUIN MARIA JALON 31 (FCIA),47008,VALLADOLID,VALLADOLID,NO GRUPOS,09/07/2026,0,0,0,1.562,0,0,0,668,0,0,0,500,0,0,0,273,,,,,0,0,0,121
FRANCISCO JOSE RUBIO DIAZ,0001013772,C046751,SANJUAN GONZALEZ ANDREA,CL ARCA REAL 44 (FCIA),47013,VALLADOLID,VALLADOLID,NO GRUPOS,01/06/2026,324,389,0,716,166,199,0,0,0,0,0,716,,,,,,,,,158,190,0,0
FRANCISCO JOSE RUBIO DIAZ,0001013773,C009968,FARMACIA REINA GALISTEO CB,PA DE RONDA 9,47610,VALLADOLID,ZARATAN,NO GRUPOS,19/06/2026,5,6,5,0,,,,,5,6,5,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001013773,C034097,FARMACIA REINA GALISTEO CB,PA DE RONDA 9,47610,VALLADOLID,ZARATAN,NO GRUPOS,19/06/2026,4.251,5.101,2.860,3.005,2.417,2.900,1.530,886,1.129,1.354,1.107,1.433,496,595,46,387,197,237,177,0,12,14,0,299
FRANCISCO JOSE RUBIO DIAZ,0001013785,C009988,HERNANDEZ-VERDEJO C.B.,PA VIRGEN DE LA VEGA 8,37008,SALAMANCA,SALAMANCA,NO GRUPOS,27/04/2026,669,803,669,842,329,395,329,221,-22,-27,-22,0,-53,-64,-53,322,6,7,6,139,410,492,410,161
FRANCISCO JOSE RUBIO DIAZ,0001013815,C010010,FARMACIA SAN ISIDRO C B,CL SAN ISIDRO 9,47005,VALLADOLID,VALLADOLID,NO GRUPOS,23/02/2026,2.470,2.965,1.422,979,1.431,1.717,683,-157,618,742,618,843,422,506,121,0,0,0,0,0,0,0,0,293
FRANCISCO JOSE RUBIO DIAZ,0001013816,C010012,GOMEZ GARCIA-BERMEJO SARA,CL REAL 81,47152,VALLADOLID,PUENTE DUERO,NO GRUPOS,24/06/2026,3.036,3.644,1.303,1.289,942,1.130,811,607,1.443,1.732,335,372,256,307,0,0,,,,,395,474,158,310
FRANCISCO JOSE RUBIO DIAZ,0001013817,C012821,RUPEREZ Gª DEL CARRIZO MIRIAN,PA MAYOR 42 (FARMACIA),47400,VALLADOLID,MEDINA DEL CAMPO,NO GRUPOS,18/11/2025,3.213,3.856,2.479,0,1.745,2.094,1.175,0,717,860,717,0,249,299,249,0,177,213,148,0,326,391,190,0
FRANCISCO JOSE RUBIO DIAZ,0001013860,C010782,GONZALEZ LAFONT ANA MARIA,CL BURGO DE OSMA 27,09400,BURGOS,ARANDA DE DUERO,NO GRUPOS,31/07/2026,21.835,26.202,11.150,12.022,11.991,14.390,6.615,6.620,6.520,7.824,2.491,2.436,1.768,2.121,1.102,1.381,0,0,0,0,1.556,1.867,941,1.585
FRANCISCO JOSE RUBIO DIAZ,0001013876,C010100,PEREZ AMPUDIA Mª DEL MILAGRO,CL GABILONDO 14,47007,VALLADOLID,VALLADOLID,NO GRUPOS,20/02/2026,1.196,1.436,1.196,992,672,806,672,658,-9,-11,-9,0,26,31,26,61,,,,,508,610,508,273
FRANCISCO JOSE RUBIO DIAZ,0001013925,C010176,ESPINOSA NAVARRO JOSE,CL COSTANILLA 19,49300,ZAMORA,PUEBLA DE SANABRIA,NO GRUPOS,17/06/2026,4.382,5.259,2.546,902,1.979,2.374,1.795,476,2.025,2.429,372,16,0,0,0,56,,,,,379,455,379,355
FRANCISCO JOSE RUBIO DIAZ,0001014006,C010244,SANTAMARIA ALONSO BEATRIZ,"CL MANUEL AZAÑA,27",47014,VALLADOLID,VALLADOLID,NO GRUPOS,27/05/2026,763,916,665,789,429,515,409,329,0,0,0,0,193,232,167,79,118,142,90,0,22,27,0,381
FRANCISCO JOSE RUBIO DIAZ,0001014006,C020908,SANTAMARIA ALONSO BEATRIZ,"CL MANUEL AZAÑA,27",47014,VALLADOLID,VALLADOLID,NO GRUPOS,27/05/2026,334,400,192,0,157,188,86,0,0,0,0,0,65,78,21,0,51,61,51,0,61,73,33,0
FRANCISCO JOSE RUBIO DIAZ,0001014118,C010397,FUENTEROBLE 2008 S.L.,CL SALAMANCA 44,49028,ZAMORA,ZAMORA,NO GRUPOS,17/06/2026,46,56,0,71,17,21,0,22,,,,,29,35,0,25,0,0,0,24,,,,
FRANCISCO JOSE RUBIO DIAZ,0001014118,C013662,FUENTEROBLE 2008 S.L.,CL SALAMANCA 44,49028,ZAMORA,ZAMORA,NO GRUPOS,17/06/2026,16.268,19.521,9.703,6.678,5.736,6.883,3.562,2.061,6.649,7.979,3.745,1.490,3.082,3.698,1.961,2.774,169,203,142,322,631,758,293,32
FRANCISCO JOSE RUBIO DIAZ,0001014169,C010445,GOMEZ-RODULFO MARTINEZ C.B.,CL OBISPO ZERRANZ Y PUEYO 3,37700,SALAMANCA,BEJAR,NO GRUPOS,02/06/2026,3.026,3.631,1.792,1.193,724,869,462,77,2.252,2.703,1.280,473,0,0,0,498,,,,,50,60,50,145
FRANCISCO JOSE RUBIO DIAZ,0001014276,C010575,OLLEROS SANTOS RUIZ AMALIA,CL PUERTA DE AVILA 22,37700,SALAMANCA,BEJAR,NO GRUPOS,14/06/2024,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001014524,C010924,CUADRADO SANCHEZ JOSE JAVIER,PA ESPAÑA 10,37480,SALAMANCA,FUENTES DE OÑORO,NO GRUPOS,26/11/2025,1.605,1.926,0,559,612,734,0,-132,993,1.192,0,690,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001014534,C010938,MIRAT ARROYO ALICIA,CL SAN ESTEBAN 3 (FARMACIA),37200,SALAMANCA,"FUENTE DE SAN ESTEBAN, LA",NO GRUPOS,03/04/2025,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001014534,C044793,MIRAT ARROYO ALICIA,CL SAN ESTEBAN 3 (FARMACIA),37200,SALAMANCA,"FUENTE DE SAN ESTEBAN, LA",NO GRUPOS,03/04/2025,793,952,793,0,0,0,0,0,793,952,793,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001014536,C027410,CIURANA SANCHEZ JUAN FERNANDO,CL COMERCIO 2,37006,SALAMANCA,SALAMANCA,NO GRUPOS,05/05/2025,360,432,360,0,360,432,360,0,0,0,0,0,,,,,,,,,,,,
FRANCISCO JOSE RUBIO DIAZ,0001014700,C011188,MARTIN SANCHEZ ELENA,CL FILBERTO VILLALOBOS 38,37770,SALAMANCA,GUIJUELO,NO GRUPOS,25/02/2026,316,379,316,302,0,0,0,0,,,,,,,,,,,,,316,379,316,302
FRANCISCO JOSE RUBIO DIAZ,0001014830,C011409,VAQUERO SANCHEZ MARIA VICTORIA,AV LA SALLE 26,37008,SALAMANCA,SALAMANCA,NO GRUPOS,01/06/2026,0,0,0,6,,,,,,,,,,,,,,,,,0,0,0,6
