coach,lob_code,pos_id,client,address,postal_code,province,town,group,last_order,TOTAL_2025,TOTAL_OBJ,TOTAL_YTD1,TOTAL_YTD,AVENE SIN SOLAR_2025,AVENE SIN SOLAR_OBJ,AVENE SIN SOLAR_YTD1,AVENE SIN SOLAR_YTD,AVENE SOLAR_2025,AVENE SOLAR_OBJ,AVENE SOLAR_YTD1,AVENE SOLAR_YTD,DUCRAY_2025,DUCRAY_OBJ,DUCRAY_YTD1,DUCRAY_YTD,A-DERMA_2025,A-DERMA_OBJ,A-DERMA_YTD1,A-DERMA_YTD,DEXERYL_2025,DEXERYL_OBJ,DEXERYL_YTD1,DEXERYL_YTD
ALFONSO MONSÓ MORAN,0001012167,C008286,MATEU BELLES Mª JUANA,CL GRAN VIA DE LES CORTS CATALANES 669 BIS (FARMACIA),08013,BARCELONA,BARCELONA,NO GRUPOS,19/09/2025,1.411,1.694,418,0,1.021,1.225,340,0,157,188,77,0,33,39,0,0,201,241,0,0,,,,
ALFONSO MONSÓ MORAN,0001012468,C046881,GUIDA ANTONELLA,AV MARE DE DEU DE MONTSERRAT 71 (FCIA),08024,BARCELONA,BARCELONA,NO GRUPOS,28/07/2026,2.646,3.175,0,5.744,1.755,2.106,0,1.614,429,515,0,3.121,158,189,0,457,0,0,0,552,304,365,0,0
ALFONSO MONSÓ MORAN,0001012483,C008461,SALVADO LLADOS MARIA ANGELS,PS SANT JOAN 2,08010,BARCELONA,BARCELONA,NO GRUPOS,10/06/2026,7.661,9.194,6.984,7.986,2.068,2.482,1.749,3.186,4.236,5.083,4.236,3.250,730,876,619,1.042,229,274,177,331,399,479,204,176
ALFONSO MONSÓ MORAN,0001012607,C008588,GONZALEZ SOLA FRANCESC M.,CL MALLORCA 519 (FARMACIA),08026,BARCELONA,BARCELONA,NO GRUPOS,30/06/2026,4.548,5.457,3.679,3.001,2.258,2.710,1.651,1.846,1.569,1.883,1.515,786,550,660,396,114,83,100,51,17,87,105,67,237
ALFONSO MONSÓ MORAN,0001012674,C026306,SANCHEZ TABERNER S.L.,AV DIAGONAL 197 (FARMACIA),08018,BARCELONA,BARCELONA,NO GRUPOS,01/07/2026,23.870,28.644,18.572,19.548,11.511,13.813,7.122,8.791,7.741,9.289,7.741,5.164,3.337,4.005,2.586,3.424,865,1.038,708,1.480,415,498,415,688
ALFONSO MONSÓ MORAN,0001013213,C018424,BURON PEREZ MARIA MONTSERRAT,CL SELVA DE MAR 273,08020,BARCELONA,BARCELONA,NO GRUPOS,14/11/2025,174,208,0,1.427,106,127,0,0,-65,-77,0,1.427,,,,,,,,,133,159,0,0
ALFONSO MONSÓ MORAN,0001013477,C021329,FARMACIA HORTA C.B.,CL BAIXADA DEL MERCAT 2,08032,BARCELONA,BARCELONA,NO GRUPOS,13/07/2026,13.887,16.665,10.238,12.728,7.640,9.168,4.435,5.469,5.640,6.769,5.325,6.484,578,694,478,648,0,0,0,12,28,34,0,115
ALFONSO MONSÓ MORAN,0001013607,C009740,MASONS BUENO CARME,CL FELIP II 271,08016,BARCELONA,BARCELONA,NO GRUPOS,22/07/2026,3.597,4.316,2.275,2.878,1.704,2.045,1.149,1.506,257,308,208,129,1.015,1.218,587,772,121,146,121,239,500,600,209,232
ALFONSO MONSÓ MORAN,0001013754,C009948,VALERO BARLABE RAIMON,CL DOCTOR PI I MOLIST 1,08031,BARCELONA,BARCELONA,NO GRUPOS,08/07/2026,11.167,13.400,9.239,14.908,5.621,6.745,4.699,6.293,2.694,3.232,2.664,5.787,467,560,248,864,1.604,1.925,1.123,1.464,782,938,505,501
ALFONSO MONSÓ MORAN,0001013904,C010136,FORES RAMON Y M  DEL RUSTE C B,CL LISBOA 9 11 (FARMACIA),08032,BARCELONA,BARCELONA,NO GRUPOS,10/06/2026,4.767,5.721,3.780,6.081,2.528,3.033,1.834,2.806,1.514,1.817,1.514,2.369,278,333,123,467,162,194,162,0,286,344,146,438
ALFONSO MONSÓ MORAN,0001014059,C010314,NIALET PRIETO BERTA,RB PRIM 74,08019,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,0,0,0,64,,,,,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0001014111,C010385,MONTAÑA SABATE JUDIT,CL DANTE 155,08032,BARCELONA,BARCELONA,NO GRUPOS,15/07/2026,6.435,7.722,4.660,6.516,3.765,4.518,2.125,2.974,2.324,2.789,2.324,3.089,231,277,114,367,98,118,98,27,17,21,0,60
ALFONSO MONSÓ MORAN,0001014205,C044358,ALBERT LLORENS MARIA,PS MARAGALL 177 (FARMACIA),08041,BARCELONA,BARCELONA,NO GRUPOS,08/07/2026,1.316,1.579,1.316,0,,,,,,,,,792,950,792,0,525,629,525,0,,,,
ALFONSO MONSÓ MORAN,0001014666,C043236,BARRERA MESA MAR,PL TETUAN 15 (FARMACIA),08010,BARCELONA,BARCELONA,NO GRUPOS,14/04/2025,403,484,403,0,276,331,276,0,80,96,80,0,22,26,22,0,26,31,26,0,,,,
ALFONSO MONSÓ MORAN,0001014711,C012758,PLANA MENDO C.B.,CL CLOT 114 (FARMACIA),08018,BARCELONA,BARCELONA,NO GRUPOS,14/07/2026,4.164,4.997,2.719,2.995,638,766,194,1.281,1.343,1.612,1.343,921,1.264,1.517,703,353,61,74,11,67,857,1.028,469,373
ALFONSO MONSÓ MORAN,0001014927,C021707,FARMACIA GALCERA TARRAGO C.B,CL GRAN VIA 731,08013,BARCELONA,BARCELONA,NO GRUPOS,09/06/2026,2.082,2.499,1.585,0,843,1.012,533,0,915,1.099,915,0,174,209,91,0,26,31,0,0,124,149,45,0
ALFONSO MONSÓ MORAN,0001014927,C048411,FARMACIA GALCERA TARRAGO C.B,CL GRAN VIA 731,08013,BARCELONA,BARCELONA,NO GRUPOS,09/06/2026,0,0,0,758,0,0,0,585,0,0,0,-19,0,0,0,165,,,,,0,0,0,27
ALFONSO MONSÓ MORAN,0001015688,C013319,MARTI MAS XAVIER,CL ARAGO 395,08013,BARCELONA,BARCELONA,NO GRUPOS,25/06/2026,3.352,4.022,2.338,1.589,1.346,1.615,1.118,765,344,413,293,175,1.226,1.471,674,424,150,180,83,142,286,344,169,83
ALFONSO MONSÓ MORAN,0001015941,C013985,GUIVERNAU-LEBRERO CB,"AV BORBON, 64",08016,BARCELONA,BARCELONA,NO GRUPOS,31/07/2026,1.544,1.853,978,408,848,1.018,546,227,149,179,134,0,134,161,59,89,142,171,48,78,271,325,191,14
ALFONSO MONSÓ MORAN,0001015944,C013995,ROYAN VILLAR JOSE,"CL TRAVESERA DE DALT, 34",08024,BARCELONA,BARCELONA,NO GRUPOS,30/06/2026,744,893,439,454,406,487,212,276,,,,,298,358,206,140,29,35,22,25,10,12,0,13
ALFONSO MONSÓ MORAN,0001016043,C014304,FARMACIA CRISTINA DOMENECH ARN,CL PALLARS 328,08005,BARCELONA,BARCELONA,NO GRUPOS,04/09/2026,3.422,4.107,3.328,97,84,100,52,42,2.040,2.448,2.040,0,508,610,484,55,743,892,743,0,47,57,8,0
ALFONSO MONSÓ MORAN,0001016287,C014982,FERNANDEZ COLOME MARIA,CL PI I MARGALL 5,08024,BARCELONA,BARCELONA,NO GRUPOS,29/07/2026,20.016,24.019,14.912,8.691,13.705,16.446,9.738,5.642,2.897,3.477,2.875,70,2.451,2.942,1.692,2.163,347,416,208,354,615,739,400,463
ALFONSO MONSÓ MORAN,0001016378,C039404,SUÑOL SANCHEZ INGRID,AV BOGATELL 19 (FARMACIA),08005,BARCELONA,BARCELONA,NO GRUPOS,17/07/2026,823,987,412,246,382,459,227,180,42,51,42,0,300,359,103,24,33,40,0,8,65,78,40,34
ALFONSO MONSÓ MORAN,0001016378,C039407,SUÑOL SANCHEZ INGRID,AV BOGATELL 19 (FARMACIA),08005,BARCELONA,BARCELONA,NO GRUPOS,17/07/2026,4.313,5.176,4.313,4.347,65,78,65,333,4.249,5.099,4.249,2.581,0,0,0,196,0,0,0,1.192,0,0,0,45
ALFONSO MONSÓ MORAN,0001016553,C015774,MIDAFARM SLU,CL LLINARS DEL VALLES 5,08030,BARCELONA,BARCELONA,NO GRUPOS,02/04/2026,118,142,49,63,17,20,17,16,0,0,0,0,91,109,22,37,0,0,0,0,11,13,11,11
ALFONSO MONSÓ MORAN,0001016645,C016095,TOLEDO FERNANDEZ ESTHER,LA RAMBLA 118 / ESQ. P. FERRISA,08002,BARCELONA,BARCELONA,NO GRUPOS,29/07/2026,26.722,32.066,24.203,26.773,10.956,13.147,8.741,9.347,13.655,16.386,13.726,14.225,1.054,1.265,877,1.747,890,1.068,730,1.191,166,199,129,262
ALFONSO MONSÓ MORAN,0001016651,C027400,MIRALLES TEJEDO JOSE ANTONIO,CL ALMICAR 151,08032,BARCELONA,BARCELONA,NO GRUPOS,12/11/2025,24,29,11,0,13,16,0,0,0,0,0,0,11,13,11,0,,,,,,,,
ALFONSO MONSÓ MORAN,0001016839,C038379,MAC FARMA S.L,AV SANTUARI SANT JOSEP DE LA MUNTANYA 6 BJ PTA 2,08024,BARCELONA,BARCELONA,NO GRUPOS,24/07/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0001017321,C021526,FARMACIA SILVESTRE ARMENGOL CB,CL NACIO 42,08026,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,5.380,6.455,2.963,4.170,2.064,2.477,904,983,1.827,2.193,1.815,2.416,1.193,1.431,121,697,67,80,42,0,229,275,81,75
ALFONSO MONSÓ MORAN,0001017421,C018638,UBALDE LLACAYO NATALIA,CL ROSELLES 31,08923,BARCELONA,SANTA COLOMA DE GRAMANET,NO GRUPOS,12/02/2026,0,0,0,334,0,0,0,334,0,0,0,0,,,,,,,,,0,0,0,0
ALFONSO MONSÓ MORAN,0001017576,C019138,NOLLA WINKEL INGRID,"RB POBLE NOU, 134",08018,BARCELONA,BARCELONA,ECOCEUTICS,14/07/2026,9.604,11.525,6.800,6.071,5.746,6.895,3.637,2.832,2.416,2.899,2.311,2.189,768,921,488,700,460,552,302,271,215,258,61,79
ALFONSO MONSÓ MORAN,0001017750,C011236,POSOLTEGA SL,PJ POSOLTEGA 8B,08030,BARCELONA,BARCELONA,NO GRUPOS,04/02/2026,962,1.154,469,-109,746,895,329,-94,0,0,0,-66,69,82,0,75,0,0,0,-23,148,177,140,-1
ALFONSO MONSÓ MORAN,0001017750,C019762,POSOLTEGA SL,PJ POSOLTEGA 8B,08030,BARCELONA,BARCELONA,NO GRUPOS,04/02/2026,781,937,375,77,346,415,40,55,232,279,206,0,191,229,129,24,0,0,0,0,11,14,0,-1
ALFONSO MONSÓ MORAN,0001017854,C020223,FARMACIA GUINART C.B.,"CL GRAN DE SANT ANDREU, 306",08030,BARCELONA,BARCELONA,NO GRUPOS,30/06/2026,1.337,1.604,880,605,726,872,529,203,17,20,0,15,383,460,226,265,80,96,44,51,130,157,82,72
ALFONSO MONSÓ MORAN,0001017855,C020225,PURPLE HEAVEN S.L.,"CL MALLORCA, Nº 468",08013,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,5.615,6.738,4.675,5.107,1.958,2.350,1.231,1.220,2.099,2.518,2.099,1.433,983,1.180,803,1.683,5,6,-15,746,569,682,557,24
ALFONSO MONSÓ MORAN,0001017856,C020229,FARM. ORTOPEDIA M. PRATS C. B,"CL RAMBLA POBLE NOU, 46 BAJOS",08005,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,449,539,310,225,223,268,114,125,21,25,21,22,147,176,137,59,21,26,12,0,36,44,26,19
ALFONSO MONSÓ MORAN,0001017857,C020235,BANDERA RAMOS FRANCESCA,AV MARQUES DE ARGENTERA 5 (FARMACIA),08003,BARCELONA,BARCELONA,NO GRUPOS,06/11/2024,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
ALFONSO MONSÓ MORAN,0001017857,C042864,BANDERA RAMOS FRANCESCA,AV MARQUES DE ARGENTERA 5 (FARMACIA),08003,BARCELONA,BARCELONA,NO GRUPOS,06/11/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0001017966,C020683,DRASSANES C.B.,CL PARAREL 48,08001,BARCELONA,BARCELONA,NO GRUPOS,28/07/2026,2.213,2.656,1.891,1.637,470,564,395,517,29,35,29,0,824,989,778,169,527,632,445,701,363,436,244,250
ALFONSO MONSÓ MORAN,0001018044,C021111,SEGUI ULIED C.B.,AV MOSSEN CLAPES 9,08030,BARCELONA,BARCELONA,NO GRUPOS,24/02/2023,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
ALFONSO MONSÓ MORAN,0001018046,C021115,FARMACIA SAZ CB,CL ALMANSA 35,08042,BARCELONA,BARCELONA,NO GRUPOS,28/07/2026,11.386,13.663,5.738,6.708,3.261,3.913,1.849,3.600,6.128,7.354,2.635,1.490,812,974,556,778,531,638,285,603,653,783,414,238
ALFONSO MONSÓ MORAN,0001018146,C021642,FARMACIAPULIDO GARCIAPONS CB,CL CINCA 92,08030,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,2.027,2.433,1.271,4.040,480,575,43,2.015,1.229,1.475,1.229,942,74,88,0,307,203,243,0,543,43,51,0,233
ALFONSO MONSÓ MORAN,0001018156,C036337,OLIVARES CARA AINHOA,CL ZAMORA 38(FARMACIA),08005,BARCELONA,BARCELONA,NO GRUPOS,23/06/2026,14.494,17.393,9.148,7.502,5.113,6.136,2.888,2.738,5.744,6.893,3.672,1.231,2.539,3.046,1.710,1.411,583,700,506,1.715,515,618,373,407
ALFONSO MONSÓ MORAN,0001018685,C038709,AUDET BONET LAURA,C DR TRUETA 234,08005,BARCELONA,BARCELONA,NO GRUPOS,11/06/2026,1.050,1.261,244,0,0,0,0,0,,,,,576,692,0,0,474,569,244,0,0,0,0,0
ALFONSO MONSÓ MORAN,0002000290,C030781,PRIM 25 ESPAI SALUT S.L.,RB PRIM 25,08019,BARCELONA,BARCELONA,NO GRUPOS,07/02/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0002000499,C010970,GLOXINIA S.L.,CL CARREFOUR AVDA. PLATJA S/N,08930,BARCELONA,SANT ADRIA DE BESOS,NO GRUPOS,30/03/2021,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
ALFONSO MONSÓ MORAN,0007000271,C029307,BUSQUETS BAQUE MARTA,AV MERIDIANA 259,08027,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,10.095,12.114,8.635,3.721,4.199,5.039,3.009,1.704,3.040,3.648,3.040,24,1.955,2.346,1.822,1.274,744,893,733,720,158,190,32,0
ALFONSO MONSÓ MORAN,0007000366,C029722,SALGAS TOLOSA ELENA,C SANT ALEXANDRE 37,08031,BARCELONA,BARCELONA,NO GRUPOS,25/02/2022,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,
ALFONSO MONSÓ MORAN,0007000366,C037153,SALGAS TOLOSA ELENA,C SANT ALEXANDRE 37,08031,BARCELONA,BARCELONA,NO GRUPOS,25/02/2022,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,
ALFONSO MONSÓ MORAN,0007000501,C030323,LOPEZ LINARES XAVIER,CL LA SAGRERA 146,08027,BARCELONA,BARCELONA,NO GRUPOS,26/10/2022,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ALFONSO MONSÓ MORAN,0007000580,C030776,TICO GRAU JOSE RAMON,CL ESPRONCEDA 363,08027,BARCELONA,BARCELONA,NO GRUPOS,27/07/2026,8.264,9.917,5.560,8.024,3.295,3.954,1.674,2.971,2.291,2.749,2.375,2.875,1.824,2.188,861,1.183,404,485,295,656,450,540,356,339
ALFONSO MONSÓ MORAN,0007000694,C036123,PEREZ CASASAYAS OLGA,C GRAN DE SANT ANDREU 125,08030,BARCELONA,BARCELONA,NO GRUPOS,30/09/2024,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
ALFONSO MONSÓ MORAN,0007000778,C031495,TORELLO COLET RAMON,PS JOAN DE BORBO 72,08003,BARCELONA,BARCELONA,NO GRUPOS,27/06/2025,16.685,20.022,16.657,0,2.111,2.533,2.111,0,14.459,17.350,14.459,0,0,0,0,0,115,138,87,0,,,,
ALFONSO MONSÓ MORAN,0007000858,C031782,COMAS CASTELLA MARIA NIEVES,PZA SANT PERE 5(FARMACIA),08003,BARCELONA,BARCELONA,NO GRUPOS,08/07/2026,6.286,7.543,5.754,685,1.546,1.855,1.444,572,3.896,4.675,3.870,0,591,710,207,65,238,285,223,18,15,18,10,30
ALFONSO MONSÓ MORAN,0007000903,C031961,RAMOS SIERRA MANUEL,AV MERIDIANA 320 BIS,08027,BARCELONA,BARCELONA,NO GRUPOS,30/06/2026,1.907,2.288,1.272,397,264,316,151,173,0,0,0,0,1.486,1.783,1.080,98,20,25,10,30,137,164,32,96
ALFONSO MONSÓ MORAN,0007000906,C031967,BONCOMPTE SANCHEZ RICARD,CL LLORET DE MAR 87,08031,BARCELONA,BARCELONA,NO GRUPOS,03/08/2026,191,229,179,0,85,102,85,0,39,47,39,0,44,53,33,0,12,14,12,0,10,12,10,0
ALFONSO MONSÓ MORAN,0007000906,C036062,BONCOMPTE SANCHEZ RICARD,CL LLORET DE MAR 87,08031,BARCELONA,BARCELONA,NO GRUPOS,03/08/2026,13.014,15.616,9.322,8.975,7.477,8.973,5.260,4.227,2.778,3.334,2.767,2.253,1.407,1.689,563,717,366,439,191,1.227,985,1.182,541,550
ALFONSO MONSÓ MORAN,0007000982,C032275,GARCIA DEL CERRO CAROLINA,CL LLACUNA 100,08018,BARCELONA,BARCELONA,NO GRUPOS,16/06/2026,8.221,9.865,6.218,6.412,4.432,5.319,2.676,2.429,2.781,3.337,2.781,2.242,226,271,99,917,592,711,592,617,190,227,70,207
ALFONSO MONSÓ MORAN,0007001074,C032576,CUSSO FRESQUET M DEL ROSER,C JOAN MIRO 24,08005,BARCELONA,BARCELONA,NO GRUPOS,22/05/2026,16,19,0,13,,,,,16,19,0,0,0,0,0,13,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0007001074,C036629,CUSSO FRESQUET M DEL ROSER,C JOAN MIRO 24,08005,BARCELONA,BARCELONA,NO GRUPOS,22/05/2026,5.818,6.981,4.694,3.385,1.520,1.824,1.303,568,1.644,1.973,1.644,1.844,1.139,1.367,844,339,880,1.056,598,634,634,761,304,0
ALFONSO MONSÓ MORAN,0007001130,C032766,TAOUDI BENKIRANE ANASSE,CL BERENGUER DE PALOU 37 (FARMACIA),08027,BARCELONA,BARCELONA,NO GRUPOS,22/04/2026,592,711,279,92,189,227,92,66,17,20,17,0,336,403,148,21,12,15,0,0,38,46,22,6
ALFONSO MONSÓ MORAN,0007001130,C038227,TAOUDI BENKIRANE ANASSE,CL BERENGUER DE PALOU 37 (FARMACIA),08027,BARCELONA,BARCELONA,NO GRUPOS,22/04/2026,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,
ALFONSO MONSÓ MORAN,0007001155,C032876,CASTEJON GUTIERREZ EUGENIA,CL MERCAT 11P,08030,BARCELONA,BARCELONA,NO GRUPOS,24/04/2026,965,1.158,87,677,901,1.081,38,602,64,77,48,65,,,,,,,,,0,0,0,11
ALFONSO MONSÓ MORAN,0007001157,C028062,FUXA FERNANDEZ JAUME,CL CLOT 88 BAIXOS,08018,BARCELONA,BARCELONA,NO GRUPOS,19/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0007001157,C036656,FUXA FERNANDEZ JAUME,CL CLOT 88 BAIXOS,08018,BARCELONA,BARCELONA,NO GRUPOS,19/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0007001224,C033135,PEREZ GARCIA MARI CARMEN,CL ALZINA 44,08024,BARCELONA,BARCELONA,NO GRUPOS,23/06/2026,5.669,6.803,3.516,5.927,2.428,2.913,813,1.699,2.095,2.514,2.101,2.749,538,645,196,771,226,271,67,527,383,460,340,181
ALFONSO MONSÓ MORAN,0007001489,C034019,TORRENTS GRAU GLORIA,CL ROGER DE FLOR 166,08013,BARCELONA,BARCELONA,NO GRUPOS,01/06/2026,1.208,1.449,952,325,199,238,199,72,22,26,13,0,405,486,378,124,164,197,150,64,418,502,211,64
ALFONSO MONSÓ MORAN,0007001521,C034131,BLAZQUEZ MARTIN MAR,CL ESPRONCEDA 191,08018,BARCELONA,BARCELONA,NO GRUPOS,19/10/2023,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0007001548,C034262,FALGA ORS JAUME,CL ESTADELLA 27,08030,BARCELONA,BARCELONA,NO GRUPOS,20/04/2026,0,0,0,1.078,0,0,0,369,0,0,0,474,0,0,0,154,,,,,0,0,0,81
ALFONSO MONSÓ MORAN,0007001560,C034294,DIEGO ESPARCIA IRENE,C MARINA 20 LOC 1,08005,BARCELONA,BARCELONA,NO GRUPOS,04/06/2026,196,235,128,199,35,42,25,75,,,,,161,193,104,124,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0007001560,C035358,DIEGO ESPARCIA IRENE,C MARINA 20 LOC 1,08005,BARCELONA,BARCELONA,NO GRUPOS,04/06/2026,1.137,1.365,930,0,771,926,564,0,366,439,366,0,0,0,0,0,0,0,0,0,,,,
ALFONSO MONSÓ MORAN,0007001719,C034904,RACHDAN BELDA FATIMA,TRAVESERA DE DALT 110 (FARMACIA),08024,BARCELONA,BARCELONA,NO GRUPOS,27/05/2026,78,93,78,0,78,94,78,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0007001743,C035031,FARMACIA PALLARES LORA CB,AV MARE DE DEU DE MONTSERRAT 23,08024,BARCELONA,BARCELONA,NO GRUPOS,01/04/2026,9,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9,11,0,28
ALFONSO MONSÓ MORAN,0007001832,C035424,NAVARRO MARTINEZ ALEJANDRO,AV D`ALFONS XIII 476 (FARMACIA),08913,BARCELONA,BADALONA,NO GRUPOS,12/06/2026,0,0,0,103,0,0,0,45,,,,,,,,,0,0,0,57,0,0,0,0
ALFONSO MONSÓ MORAN,0007001848,C035513,SOM FARMACIA BCN CB,"CL PINTOR ALSAMORA 21 
CC SOM MULTIESPAI
ENT. AV RIO JANEIRO 42",08016,BARCELONA,BARCELONA,NO GRUPOS,18/03/2026,152,183,80,37,80,96,48,30,18,21,0,0,54,65,32,6,0,0,0,0,,,,
ALFONSO MONSÓ MORAN,0007001848,C040752,SOM FARMACIA BCN CB,"CL PINTOR ALSAMORA 21 
CC SOM MULTIESPAI
ENT. AV RIO JANEIRO 42",08016,BARCELONA,BARCELONA,NO GRUPOS,18/03/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
ALFONSO MONSÓ MORAN,0007001854,C035531,BUELTA O DONELL MARIA LUISA,CL INDUSTRIA 339 (FARMACIA),08027,BARCELONA,BARCELONA,NO GRUPOS,25/06/2026,2.234,2.681,2.148,3.171,374,449,321,1.194,1.385,1.662,1.385,1.223,185,222,164,122,141,169,130,448,149,179,149,185
ALFONSO MONSÓ MORAN,0007001913,C035802,CODINA VILANOVA CB,RBLA PRIM 45,08019,BARCELONA,BARCELONA,NO GRUPOS,08/02/2023,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0
ALFONSO MONSÓ MORAN,0007002093,C036623,SENTELLES MONILL ANNA,C PRINCESA 39 (FARMACIA),08003,BARCELONA,BARCELONA,NO GRUPOS,27/06/2026,391,469,250,233,239,286,140,108,0,0,0,0,40,48,33,64,69,83,60,42,43,51,16,19
ALFONSO MONSÓ MORAN,0007002132,C036914,CASANOVAS URGELL GLORIA,CL VALENCIA 393,08013,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,4.887,5.864,4.610,2.463,380,456,294,551,3.922,4.707,3.922,1.136,233,279,127,274,295,354,258,151,57,68,9,351
ALFONSO MONSÓ MORAN,0007002165,C037091,TEIDE GLOBAL HEALTH SL,CL TEIDE 6,08031,BARCELONA,BARCELONA,NO GRUPOS,30/06/2026,7.147,8.576,5.369,4.565,3.179,3.815,1.992,2.458,1.617,1.940,1.570,324,507,608,169,748,1.775,2.130,1.618,998,70,83,20,37
ALFONSO MONSÓ MORAN,0007002167,C037095,SOLDEVILA SITJES SANTIAGO,PS MARAGALL 310(FARMACIA),08031,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,750,901,561,385,376,451,325,186,0,0,0,0,235,282,130,130,78,93,53,38,62,75,52,30
ALFONSO MONSÓ MORAN,0007002171,C037103,ESTRANY DELSORS CB,C VIA LAIETANA 50,08003,BARCELONA,BARCELONA,NO GRUPOS,01/06/2026,3.597,4.316,2.027,2.402,2.746,3.295,1.436,2.117,502,602,502,0,282,338,77,266,40,48,7,0,26,32,5,19
ALFONSO MONSÓ MORAN,0007002196,C037244,MOLINA DEL OLMO NURIA,CL LOPE DE VEGA 123,08005,BARCELONA,BARCELONA,NO GRUPOS,28/07/2026,2.673,3.208,2.406,2.996,290,348,290,715,1.326,1.591,1.326,1.767,153,183,153,116,452,543,452,153,453,543,186,245
ALFONSO MONSÓ MORAN,0007002217,C037340,VILLASEVIL PAU ARIADNA,C JULIOL 27,08041,BARCELONA,BARCELONA,NO GRUPOS,15/10/2022,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ALFONSO MONSÓ MORAN,0007002261,C037485,MARCOS CASANOVAS JORDI MANUEL,CL MALLORCA 663,08027,BARCELONA,BARCELONA,NO GRUPOS,30/06/2026,877,1.053,495,576,421,505,221,110,16,19,0,0,217,260,125,330,10,12,10,27,214,257,140,109
ALFONSO MONSÓ MORAN,0007002298,C037613,HIDALGO GRAU XAVIER,CR PROVENÇALS 256,08020,BARCELONA,BARCELONA,NO GRUPOS,09/07/2026,4.446,5.336,3.275,6.814,1.314,1.577,615,1.779,2.068,2.481,2.165,3.279,681,817,263,1.391,181,217,157,301,203,243,75,64
ALFONSO MONSÓ MORAN,0007002459,C038254,DEL CASTILLO MORALES JHON,C SOMBRERERS 19,08003,BARCELONA,BARCELONA,NO GRUPOS,19/01/2026,1.726,2.071,1.019,-119,508,610,137,47,882,1.058,882,-60,0,0,0,-85,335,402,0,-21,,,,
ALFONSO MONSÓ MORAN,0007002643,C039071,FARMACIA DE LES AIGUES CB,C DE LES CAMELIES 66,08024,BARCELONA,BARCELONA,NO GRUPOS,29/06/2026,0,0,0,21,,,,,,,,,,,,,,,,,0,0,0,21
ALFONSO MONSÓ MORAN,0007002661,C039129,GRANERO SANMARTIN VANESA,CL MARINA 121,08013,BARCELONA,BARCELONA,NO GRUPOS,30/07/2026,13.812,16.574,8.665,6.743,8.051,9.661,5.757,2.506,1.739,2.086,1.726,1.580,3.723,4.468,1.037,2.036,291,350,137,612,8,10,8,9
ALFONSO MONSÓ MORAN,0007002852,C039852,SANTANDER MARTIN CARLOS,CL GASELA 8,08042,BARCELONA,BARCELONA,NO GRUPOS,23/09/2025,3.822,4.586,3.413,0,1.702,2.042,1.440,0,1.413,1.696,1.413,0,263,315,263,0,115,138,87,0,329,395,210,0
ALFONSO MONSÓ MORAN,0007002884,C039934,CAMPOS QUESADA DARIO,PASSEIG UNIVERSAL 24,08042,BARCELONA,BARCELONA,NO GRUPOS,28/03/2025,9,10,9,0,0,0,0,0,0,0,0,0,9,10,9,0,,,,,,,,
